id;wave;age;male;religiousity;eduyears;rural;nzeuro;highestqual;rightwing;attitudechr;attitudemus;attitudehin;attitudebud;attitudejew;attitudeath;threatchr;threatmus;threathin;threatbud;threatjew;threatath;sciencefaith;measuredbothyears;notreligious;weight;neg_ms;neg_hd;neg_bd;neg_ch;neg_jw;neg_ath;thr_ms;thr_hd;thr_bd;thr_ch;thr_jw;thr_ath;a_c;a_10c;edu;rw_s;r_s;edu_s
1167;2019;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,826032164627720;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,444530046224962;0,7444530046224962;NA;NA;NA;NA
1168;2018;28;Not Male;4;13,0;Not Rural;1;2;NA;2;4;3;2;3;2;3;2;3;4;3;3;4;0;1;1,208898768420214;Somewhat negative;Neither negative nor positive;Somewhat positive;Somewhat positive;Neither negative nor positive;Somewhat positive;Somewhat threatening;Not very threatening;Not threatening at all;Not very threatening;Not very threatening;2;-21,555469953775038;-2,1555469953775037;2;NA;-0,197859759896129;-0,83859252799626249
1168;2019;29;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,208898768420214;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-20,555469953775038;-2,0555469953775036;NA;NA;NA;NA
1169;2018;63;Male;7;13,0;Not Rural;1;3;4;3;4;4;2;4;2;2;2;3;4;3;4;5;0;1;0,978431401327280;Somewhat negative;Somewhat negative;Somewhat positive;Neither negative nor positive;Somewhat negative;Somewhat positive;Somewhat threatening;Not very threatening;Not threatening at all;Somewhat threatening;Not very threatening;1;13,444530046224962;1,3444530046224963;3;-0,4705417638492133;1,598238725963189;-0,41586461830914989
1169;2019;64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,978431401327280;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,444530046224962;1,4444530046224962;NA;NA;NA;NA
1170;2018;55;Male;7;13,0;Not Rural;1;1;1;3;3;3;3;3;3;4;4;4;4;4;4;5;0;1;2,128633606544997;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;5,444530046224962;0,5444530046224962;1;-1,8177232920870694;1,598238725963189;-1,26132043768337510
1170;2019;56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,128633606544997;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,444530046224962;0,6444530046224962;NA;NA;NA;NA
1171;2018;75;Not Male;6;12,0;Not Rural;1;4;5;2;2;2;2;2;2;4;2;4;4;4;4;5;0;1;1,039499089946429;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;25,444530046224962;2,5444530046224960;4;-0,0214812544365946;0,999539230676750;0,00686329137796273
1171;2019;76;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,039499089946429;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,444530046224962;2,6444530046224961;NA;NA;NA;NA
1172;2018;72;Male;7;10,0;Not Rural;1;0;0;3;5;3;3;3;1;4;1;4;4;4;4;5;0;1;0,995141393822960;Very Negative;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very positive;Very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;22,444530046224962;2,2444530046224962;0;-2,2667838014996882;1,598238725963189;-1,68404834737048770
1172;2019;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,995141393822960;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,444530046224962;2,3444530046224963;NA;NA;NA;NA
1173;2018;21;Not Male;7;13,0;Not Rural;1;4;0;5;4;2;1;4;2;3;3;3;3;3;3;4;0;1;1,656466251251467;Somewhat negative;Somewhat positive;Very positive;Very Negative;Somewhat negative;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-28,555469953775038;-2,8555469953775039;4;-2,2667838014996882;1,598238725963189;0,00686329137796273
1173;2019;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,656466251251467;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-27,555469953775038;-2,7555469953775038;NA;NA;NA;NA
1174;2018;35;Not Male;6;16,0;Not Rural;1;6;5;1;1;1;1;1;1;4;4;4;4;4;4;5;0;1;2,635764956611253;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-14,555469953775038;-1,4555469953775038;6;-0,0214812544365946;0,999539230676750;0,85231911075218802
1174;2019;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,635764956611253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-13,555469953775038;-1,3555469953775039;NA;NA;NA;NA
1175;2018;31;Male;1;12,0;Not Rural;1;4;5;1;1;1;1;1;1;4;4;4;4;4;4;3;0;0;1,055944484425253;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-18,555469953775038;-1,8555469953775039;4;-0,0214812544365946;-1,993958245755448;0,00686329137796273
1175;2019;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,055944484425253;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-17,555469953775038;-1,7555469953775038;NA;NA;NA;NA
1176;2018;52;Not Male;4;NA;Not Rural;1;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;1;1,465797511713776;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,444530046224962;0,2444530046224962;0;NA;-0,197859759896129;-1,68404834737048770
1176;2019;53;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,465797511713776;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,444530046224962;0,3444530046224962;NA;NA;NA;NA
1177;2018;39;Male;3;15,0;Not Rural;NA;6;7;2;2;2;2;2;2;4;4;4;4;4;4;3;0;0;3,901317992360312;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-10,555469953775038;-1,0555469953775038;6;0,8766397643886427;-0,796559255182569;0,85231911075218802
1177;2019;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;3,901317992360312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9,555469953775038;-0,9555469953775038;NA;NA;NA;NA
1178;2018;69;Male;3;NA;Not Rural;NA;4;3;3;5;4;2;4;3;3;2;3;4;2;3;5;0;0;0,243652001455849;Very Negative;Somewhat negative;Somewhat positive;Neither negative nor positive;Somewhat negative;Neither negative nor positive;Somewhat threatening;Not very threatening;Not threatening at all;Not very threatening;Somewhat threatening;2;19,444530046224962;1,9444530046224962;4;-0,9196022732618320;-0,796559255182569;0,00686329137796273
1178;2019;70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,243652001455849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,444530046224962;2,0444530046224960;NA;NA;NA;NA
1179;2018;46;Not Male;6;20,0;Not Rural;1;7;3;NA;NA;NA;NA;NA;NA;3;3;3;3;3;3;4;0;1;1,400890168898865;NA;NA;NA;NA;NA;NA;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-3,555469953775038;-0,3555469953775038;7;-0,9196022732618320;0,999539230676750;1,27504702043930052
1179;2019;47;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,400890168898865;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-2,555469953775038;-0,2555469953775038;NA;NA;NA;NA
1180;2018;70;Not Male;4;10,0;Not Rural;1;4;2;2;2;2;2;2;2;3;NA;NA;3;3;3;4;0;0;1,591744475102667;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;NA;NA;Not very threatening;Not very threatening;Not very threatening;2;20,444530046224962;2,0444530046224960;4;-1,3686627826744506;-0,197859759896129;0,00686329137796273
1180;2019;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,591744475102667;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,444530046224962;2,1444530046224961;NA;NA;NA;NA
1181;2018;49;Not Male;3;12,0;Not Rural;1;4;NA;1;1;1;1;1;1;4;4;4;4;4;4;3;0;0;2,169431554733050;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-0,555469953775038;-0,0555469953775038;4;NA;-0,796559255182569;0,00686329137796273
1181;2019;50;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,169431554733050;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,444530046224962;0,0444530046224962;NA;NA;NA;NA
1182;2018;22;Not Male;4;13,0;Not Rural;1;3;NA;3;3;3;3;3;3;4;4;4;4;4;4;4;0;1;1,155727993602882;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-27,555469953775038;-2,7555469953775038;3;NA;-0,197859759896129;-0,41586461830914989
1182;2019;23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,155727993602882;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-26,555469953775038;-2,6555469953775037;NA;NA;NA;NA
1183;2018;45;Male;5;14,0;Not Rural;NA;5;4;3;3;3;3;3;3;4;4;4;4;4;4;5;0;1;0,831536767771558;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-4,555469953775038;-0,4555469953775038;5;-0,4705417638492133;0,400839735390310;0,42959120106507537
1183;2019;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,831536767771558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,555469953775038;-0,3555469953775038;NA;NA;NA;NA
1184;2018;45;Male;4;12,0;Rural;NA;0;5;2;3;3;3;3;NA;2;3;3;3;3;NA;2;0;1;0,675575083386506;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat positive;Neither negative nor positive;NA;Not very threatening;Not very threatening;Not very threatening;Somewhat threatening;Not very threatening;NA;-4,555469953775038;-0,4555469953775038;0;-0,0214812544365946;-0,197859759896129;-1,68404834737048770
1184;2019;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,675575083386506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,555469953775038;-0,3555469953775038;NA;NA;NA;NA
1185;2018;70;Male;4;NA;Not Rural;1;7;0;3;3;3;3;3;3;3;3;3;3;3;4;5;0;1;0,663867924906414;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;1;20,444530046224962;2,0444530046224960;7;-2,2667838014996882;-0,197859759896129;1,27504702043930052
1185;2019;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,663867924906414;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,444530046224962;2,1444530046224961;NA;NA;NA;NA
1186;2018;56;Not Male;3;9,0;Not Rural;1;4;NA;2;2;2;2;2;2;4;4;4;4;4;4;5;0;0;4,081850863507885;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;6,444530046224962;0,6444530046224962;4;NA;-0,796559255182569;0,00686329137796273
1186;2019;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;4,081850863507885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,444530046224962;0,7444530046224962;NA;NA;NA;NA
1187;2018;35;Male;5;11,0;Not Rural;NA;1;5;3;3;3;3;3;3;3;1;3;3;3;3;3;0;1;0,738315434768955;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;-14,555469953775038;-1,4555469953775038;1;-0,0214812544365946;0,400839735390310;-1,26132043768337510
1187;2019;36;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,738315434768955;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-13,555469953775038;-1,3555469953775039;NA;NA;NA;NA
1188;2018;40;Male;3;15,0;Not Rural;NA;5;5;2;2;2;2;2;2;NA;NA;NA;NA;NA;NA;2;0;0;2,102132705771512;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;NA;NA;NA;NA;NA;NA;-9,555469953775038;-0,9555469953775038;5;-0,0214812544365946;-0,796559255182569;0,42959120106507537
1188;2019;41;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,102132705771512;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-8,555469953775038;-0,8555469953775038;NA;NA;NA;NA
1189;2018;25;Not Male;NA;16,0;Not Rural;1;6;NA;2;2;2;1;2;NA;NA;NA;NA;NA;NA;NA;NA;0;1;0,876225116498124;Somewhat positive;Somewhat positive;Very positive;Somewhat positive;Somewhat positive;NA;NA;NA;NA;NA;NA;NA;-24,555469953775038;-2,4555469953775040;6;NA;NA;0,85231911075218802
1189;2019;26;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,876225116498124;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-23,555469953775038;-2,3555469953775039;NA;NA;NA;NA
1190;2018;45;Not Male;2;NA;Not Rural;NA;5;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;2,104115657346559;NA;NA;NA;Very positive;NA;NA;NA;NA;NA;NA;NA;NA;-4,555469953775038;-0,4555469953775038;5;NA;-1,395258750469008;0,42959120106507537
1190;2019;46;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,104115657346559;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,555469953775038;-0,3555469953775038;NA;NA;NA;NA
1191;2018;39;Male;4;13,0;Not Rural;NA;5;5;3;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;0;1;1,629562192402473;Neither negative nor positive;NA;NA;Neither negative nor positive;NA;NA;NA;NA;NA;NA;NA;NA;-10,555469953775038;-1,0555469953775038;5;-0,0214812544365946;-0,197859759896129;0,42959120106507537
1191;2019;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,629562192402473;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9,555469953775038;-0,9555469953775038;NA;NA;NA;NA
1192;2018;39;Male;NA;13,0;Not Rural;NA;5;5;3;3;3;3;3;3;4;4;4;4;4;4;5;0;1;2,141365405252015;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-10,555469953775038;-1,0555469953775038;5;-0,0214812544365946;NA;0,42959120106507537
1192;2019;40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,141365405252015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-9,555469953775038;-0,9555469953775038;NA;NA;NA;NA
1193;2018;56;Not Male;4;18,0;Not Rural;1;5;8;2;3;NA;NA;3;3;4;3;NA;NA;NA;2;4;0;0;2,141365405252015;Neither negative nor positive;NA;NA;Somewhat positive;Neither negative nor positive;Neither negative nor positive;Not very threatening;NA;NA;Not threatening at all;NA;3;6,444530046224962;0,6444530046224962;5;1,3257002738012613;-0,197859759896129;0,42959120106507537
1193;2019;57;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,141365405252015;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,444530046224962;0,7444530046224962;NA;NA;NA;NA
1194;2018;43;NA;4;NA;Not Rural;1;4;6;2;3;1;1;2;2;2;2;4;4;4;2;4;0;1;2,714167267805591;Neither negative nor positive;Very positive;Very positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat threatening;Not threatening at all;Not threatening at all;Somewhat threatening;Not threatening at all;3;-6,555469953775038;-0,6555469953775038;4;0,4275792549760240;-0,197859759896129;0,00686329137796273
1194;2019;44;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,714167267805591;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-5,555469953775038;-0,5555469953775038;NA;NA;NA;NA
1195;2018;21;Not Male;4;14,0;Not Rural;1;3;NA;1;1;1;1;1;1;4;4;4;4;4;4;4;0;1;1,562443774313256;Very positive;Very positive;Very positive;Very positive;Very positive;Very positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-28,555469953775038;-2,8555469953775039;3;NA;-0,197859759896129;-0,41586461830914989
1195;2019;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,562443774313256;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-27,555469953775038;-2,7555469953775038;NA;NA;NA;NA
1196;2018;58;Not Male;5;13,0;Not Rural;1;3;5;2;2;2;2;2;2;3;3;4;4;4;4;5;0;1;2,053400293581831;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not threatening at all;Not threatening at all;Not very threatening;Not threatening at all;1;8,444530046224962;0,8444530046224962;3;-0,0214812544365946;0,400839735390310;-0,41586461830914989
1196;2019;59;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,053400293581831;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,444530046224962;0,9444530046224962;NA;NA;NA;NA
1197;2018;61;Male;6;11,0;Not Rural;1;1;5;3;3;3;3;3;3;2;2;3;3;2;3;4;0;1;0,803954062021356;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat threatening;Not very threatening;Not very threatening;Somewhat threatening;Somewhat threatening;2;11,444530046224962;1,1444530046224961;1;-0,0214812544365946;0,999539230676750;-1,26132043768337510
1197;2019;62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,803954062021356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,444530046224962;1,2444530046224962;NA;NA;NA;NA
1198;2018;71;NA;4;NA;Rural;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;0;0;0,327336302699270;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,444530046224962;2,1444530046224961;NA;NA;-0,197859759896129;NA
1198;2019;72;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,327336302699270;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,444530046224962;2,2444530046224962;NA;NA;NA;NA
1199;2018;31;Not Male;5;16,0;Not Rural;1;6;5;3;3;3;3;3;3;4;4;4;4;4;4;3;0;1;2,035107261282694;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;Not threatening at all;1;-18,555469953775038;-1,8555469953775039;6;-0,0214812544365946;0,400839735390310;0,85231911075218802
1199;2019;32;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,035107261282694;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-17,555469953775038;-1,7555469953775038;NA;NA;NA;NA
1200;2018;41;Male;4;15,0;Not Rural;1;4;5;3;3;3;3;3;3;3;2;3;3;3;2;4;0;1;2,852047781776887;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;3;-8,555469953775038;-0,8555469953775038;4;-0,0214812544365946;-0,197859759896129;0,00686329137796273
1200;2019;42;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,852047781776887;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-7,555469953775038;-0,7555469953775038;NA;NA;NA;NA
1201;2018;21;Not Male;5;16,0;Not Rural;NA;0;6;1;5;NA;4;1;4;3;2;1;4;3;4;2;0;0;0,629981242736773;Very Negative;NA;Somewhat negative;Very positive;Very positive;Somewhat negative;Somewhat threatening;Very threatening;Not threatening at all;Not very threatening;Not very threatening;1;-28,555469953775038;-2,8555469953775039;0;0,4275792549760240;0,400839735390310;-1,68404834737048770
1201;2019;22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,629981242736773;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-27,555469953775038;-2,7555469953775038;NA;NA;NA;NA
1202;2018;72;Male;3;18,0;Not Rural;1;6;9;2;2;2;2;2;2;4;3;4;4;3;3;5;0;0;2,189287999821700;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not threatening at all;Not threatening at all;Not threatening at all;Not very threatening;2;22,444530046224962;2,2444530046224962;6;1,7747607832138801;-0,796559255182569;0,85231911075218802
1202;2019;73;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;2,189287999821700;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,444530046224962;2,3444530046224963;NA;NA;NA;NA
1203;2018;60;Not Male;3;10,0;Rural;1;0;7;3;4;3;3;3;4;4;3;3;4;3;3;4;0;0;0,349231984541869;Somewhat negative;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Somewhat negative;Not very threatening;Not very threatening;Not threatening at all;Not threatening at all;Not very threatening;2;10,444530046224962;1,0444530046224962;0;0,8766397643886427;-0,796559255182569;-1,68404834737048770
1203;2019;61;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;0,349231984541869;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11,444530046224962;1,1444530046224961;NA;NA;NA;NA
1204;2018;70;Not Male;3;8,0;Rural;1;0;10;1;3;3;3;2;3;3;2;3;3;3;NA;3;0;0;1,294380033248966;Neither negative nor positive;Neither negative nor positive;Neither negative nor positive;Very positive;Somewhat positive;Neither negative nor positive;Somewhat threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;NA;20,444530046224962;2,0444530046224960;0;2,2238212926264986;-0,796559255182569;-1,68404834737048770
1204;2019;71;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,294380033248966;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,444530046224962;2,1444530046224961;NA;NA;NA;NA
1205;2018;62;Male;4;13,0;Not Rural;NA;4;7;2;2;2;2;2;2;3;3;3;3;3;3;3;0;0;3,842346626426084;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Somewhat positive;Not very threatening;Not very threatening;Not very threatening;Not very threatening;Not very threatening;2;12,444530046224962;1,2444530046224962;4;0,8766397643886427;-0,197859759896129;0,00686329137796273
1205;2019;63;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;3,842346626426084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,444530046224962;1,3444530046224963;NA;NA;NA;NA
1206;2018;66;Male;7;11,0;Not Rural;NA;0;NA;NA;5;5;5;NA;2;NA;1;2;NA;NA;4;4;0;1;1,191773046983834;Very Negative;Very Negative;Very Negative;NA;NA;Somewhat positive;Very threatening;Somewhat threatening;NA;NA;NA;1;16,444530046224962;1,6444530046224961;0;NA;1,598238725963189;-1,68404834737048770
1206;2019;67;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA;1,191773046983834;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,444530046224962;1,7444530046224962;NA;NA;NA;NA
1207;2018;22;Not Male;3;15,0;Not Rural;1;5;NA;1;3;5;3;4;3;4;2;1;3;1;4;4;0;0;0,362612693954640;Neither negative nor positive;Very Negative;Neither negative nor positive;Very positive;Somewhat negative;Neither negative nor positive;Somewhat threatening;Very threatening;Not very threatening;Not threatening at all;Very threatening;1;-27,555469953775038;-2,7555469953775038;5;NA;-0,796559255182569;0,42959120106507537
